70.424719	34.798442	1.000000
43.230614	59.280917	1.000000
42.707779	76.674609	1.000000
39.133329	55.373925	1.000000
13.044676	26.339100	1.000000
30.188186	71.594815	1.000000
79.392456	67.861842	1.000000
93.440478	16.290444	1.000000
93.702799	39.739519	1.000000
89.745774	40.363470	1.000000
60.610813	92.902385	1.000000
48.335487	30.156841	1.000000
86.051223	94.102268	1.000000
94.884085	21.212359	1.000000
53.107274	22.105178	1.000000
66.646095	12.519996	1.000000
6.707831	88.262519	1.000000
65.368771	41.561588	1.000000
25.984200	60.333906	1.000000
81.813550	98.597711	1.000000
77.030655	93.544298	1.000000
50.169010	52.883370	1.000000
73.077357	85.933104	1.000000
11.362508	69.157193	1.000000
46.280127	5.284485	1.000000
54.563291	8.650552	1.000000
99.916235	49.439822	1.000000
21.462256	42.983917	1.000000
10.640302	66.303569	1.000000
57.404029	36.751125	1.000000
9.126107	18.560450	1.000000
96.113142	3.642436	1.000000
74.859102	26.153763	1.000000
26.813866	65.119540	1.000000
20.177974	59.282648	1.000000
91.129977	33.906723	1.000000
23.887375	71.704759	1.000000
72.855969	95.937087	1.000000
99.723437	21.169467	1.000000
36.266772	34.825584	1.000000
99.609749	31.816304	1.000000
41.432024	7.948509	1.000000
25.470031	92.858246	1.000000
27.502258	72.791572	1.000000
89.300390	88.683667	1.000000
30.059210	90.475665	1.000000
37.043264	64.983223	1.000000
61.381456	53.043902	1.000000
14.255751	37.312911	1.000000
97.727806	21.037342	1.000000
4.951876	65.155657	1.000000
83.276013	37.095265	1.000000
88.726734	48.217413	1.000000
16.159982	72.628328	1.000000
34.148085	99.775583	1.000000
35.275388	40.707098	1.000000
4.991089	57.181072	1.000000
25.399369	20.941200	1.000000
80.951069	31.460323	1.000000
79.669910	22.238970	1.000000
59.022739	83.774956	1.000000
89.559769	18.364423	1.000000
96.944718	41.735209	1.000000
76.866973	4.073709	1.000000
9.593898	84.205110	1.000000
32.148511	23.696460	1.000000
94.192834	14.080726	1.000000
87.239818	1.959844	1.000000
91.482719	2.990570	1.000000
70.082427	36.982687	1.000000
62.348268	33.418612	1.000000
20.617044	1.004333	1.000000
5.694289	33.692552	1.000000
25.408517	45.263908	1.000000
78.994287	50.142455	1.000000
68.246053	53.978400	1.000000
89.600102	71.444400	1.000000
59.494203	31.049817	1.000000
23.583338	96.288183	1.000000
73.736856	82.090866	1.000000
4.868786	9.074330	1.000000
59.241303	52.891066	1.000000
7.412923	95.397933	1.000000
1.063195	12.175190	1.000000
41.278288	22.698859	1.000000
3.509587	80.237118	1.000000
79.960162	94.680109	1.000000
94.795181	43.262937	1.000000
55.502832	93.457404	1.000000
18.118550	99.478697	1.000000
